Patch1_Us,Patch1_Ls,Patch2_Us,Patch2_Rs,Patch3_Us,Distance,Alpha,Lambda,Beta,Var,Total_prop_Ls
50,2,50,2,50,1,0.01,0.005,2.8,4.88E-36,4.17E-15
50,2,50,2,50,1,0.01,0.005,2.9,1.67E-38,4.26E-14
50,2,50,2,50,1,0.01,0.005,3,0,1
50,2,50,2,50,1,0.01,0.005,3.1,0,1
50,2,50,2,50,1,0.01,0.005,3.2,2.75E-37,1.03E-13
50,2,50,2,50,1,0.01,0.005,3.3,0,1
50,2,50,2,50,1,0.01,0.005,3.4,0,1
50,2,50,2,50,1,0.01,0.005,3.5,2.72E-39,-1.97E-13
50,2,50,2,50,1,0.01,0.005,3.6,9.86E-32,1
50,2,50,2,50,1,0.01,0.005,3.7,0.14381,0.40404
50,2,50,2,50,1,0.01,0.005,3.8,0.14783,0.59049
50,2,50,2,50,1,0.01,0.005,3.9,0.15057,0.58686
50,2,50,2,50,1,0.01,0.005,4,0.15265,0.58413
50,2,50,2,50,1,0.01,0.005,4.1,0.15432,0.41802
50,2,50,2,50,1,0.01,0.005,4.2,0.15569,0.58022
50,2,50,2,50,1,0.01,0.005,4.3,0.15683,0.42124
50,2,50,2,50,1,0.01,0.005,4.4,0.15781,0.42248
50,2,50,2,50,1,0.01,0.005,4.5,0.15864,0.57646
50,2,50,2,50,1,0.01,0.005,4.6,0.15936,0.57555
50,2,50,2,50,1,0.01,0.005,4.7,0.15999,0.57475
50,2,50,2,50,1,0.01,0.005,4.8,0.16054,0.42594
50,2,50,2,50,1,0.01,0.005,4.9,0.16102,0.42655
50,2,50,2,50,1,0.01,0.005,5,0.16145,0.57291
50,2,50,2,50,1,0.01,0.0055,1,2.60E-29,0.5
50,2,50,2,50,1,0.01,0.0055,1.1,1.92E-26,0.5
50,2,50,2,50,1,0.01,0.0055,1.2,1.51E-18,0.50018
50,2,50,2,50,1,0.01,0.0055,1.3,7.77E-18,0.16868
50,2,50,2,50,1,0.01,0.0055,1.4,7.32E-27,1.21E-09
50,2,50,2,50,1,0.01,0.0055,1.5,3.13E-35,3.47E-11
50,2,50,2,50,1,0.01,0.0055,1.6,0,1
50,2,50,2,50,1,0.01,0.0055,1.7,8.73E-35,7.59E-13
50,2,50,2,50,1,0.01,0.0055,1.8,0,1
50,2,50,2,50,1,0.01,0.0055,1.9,0,1
50,2,50,2,50,1,0.01,0.0055,2,0,1
50,2,50,2,50,1,0.01,0.0055,2.1,0,1
50,2,50,2,50,1,0.01,0.0055,2.2,0,1
50,2,50,2,50,1,0.01,0.0055,2.3,0,1
50,2,50,2,50,1,0.01,0.0055,2.4,2.47E-37,-1.28E-14
50,2,50,2,50,1,0.01,0.0055,2.5,2.00E-37,-5.93E-13
50,2,50,2,50,1,0.01,0.0055,2.6,0,1
50,2,50,2,50,1,0.01,0.0055,2.7,0,1
50,2,50,2,50,1,0.01,0.0055,2.8,4.06E-38,-8.67E-14
50,2,50,2,50,1,0.01,0.0055,2.9,0,1
50,2,50,2,50,1,0.01,0.0055,3,0,1
50,2,50,2,50,1,0.01,0.0055,3.1,3.29E-40,6.24E-14
50,2,50,2,50,1,0.01,0.0055,3.2,1.41E-38,1.28E-13
50,2,50,2,50,1,0.01,0.0055,3.3,0,1
50,2,50,2,50,1,0.01,0.0055,3.4,0,1
50,2,50,2,50,1,0.01,0.0055,3.5,0,1
50,2,50,2,50,1,0.01,0.0055,3.6,9.99E-40,5.55E-15
50,2,50,2,50,1,0.01,0.0055,3.7,0,1
50,2,50,2,50,1,0.01,0.0055,3.8,0,1
50,2,50,2,50,1,0.01,0.0055,3.9,0,1
50,2,50,2,50,1,0.01,0.0055,4,1.40E-09,0.0019397
50,2,50,2,50,1,0.01,0.0055,4.1,0.13381,0.40242
50,2,50,2,50,1,0.01,0.0055,4.2,0.13701,0.40712
50,2,50,2,50,1,0.01,0.0055,4.3,0.13923,0.41032
50,2,50,2,50,1,0.01,0.0055,4.4,0.14094,0.58725
50,2,50,2,50,1,0.01,0.0055,4.5,0.14231,0.4147
50,2,50,2,50,1,0.01,0.0055,4.6,0.14346,0.4163
50,2,50,2,50,1,0.01,0.0055,4.7,0.14442,0.41765
50,2,50,2,50,1,0.01,0.0055,4.8,0.14525,0.5812
50,2,50,2,50,1,0.01,0.0055,4.9,0.14596,0.41979
50,2,50,2,50,1,0.01,0.0055,5,0.14658,0.57935
50,2,50,2,50,1,0.01,0.006,1,1.54E-31,0.5
50,2,50,2,50,1,0.01,0.006,1.1,2.60E-27,0.5
50,2,50,2,50,1,0.01,0.006,1.2,2.15E-18,0.49978
50,2,50,2,50,1,0.01,0.006,1.3,1.02E-17,0.9538
50,2,50,2,50,1,0.01,0.006,1.4,4.66E-27,1
50,2,50,2,50,1,0.01,0.006,1.5,2.98E-30,1
50,2,50,2,50,1,0.01,0.006,1.6,6.16E-32,1
50,2,50,2,50,1,0.01,0.006,1.7,1.47E-35,4.42E-13
50,2,50,2,50,1,0.01,0.006,1.8,0,1
50,2,50,2,50,1,0.01,0.006,1.9,6.89E-41,6.85E-13
50,2,50,2,50,1,0.01,0.006,2,7.32E-39,1.47E-12
50,2,50,2,50,1,0.01,0.006,2.1,7.97E-39,6.84E-13
50,2,50,2,50,1,0.01,0.006,2.2,0,1
50,2,50,2,50,1,0.01,0.006,2.3,1.86E-36,-8.51E-14
50,2,50,2,50,1,0.01,0.006,2.4,1.11E-37,-1.27E-13
50,2,50,2,50,1,0.01,0.006,2.5,0,1
50,2,50,2,50,1,0.01,0.006,2.6,0,1
50,2,50,2,50,1,0.01,0.006,2.7,0,1
50,2,50,2,50,1,0.01,0.006,2.8,0,1
50,2,50,2,50,1,0.01,0.006,2.9,0,1
50,2,50,2,50,1,0.01,0.006,3,0,1
50,2,50,2,50,1,0.01,0.006,3.1,0,1
50,2,50,2,50,1,0.01,0.006,3.2,0,1
50,2,50,2,50,1,0.01,0.006,3.3,0,1
50,2,50,2,50,1,0.01,0.006,3.4,1.53E-42,1.08E-14
50,2,50,2,50,1,0.01,0.006,3.5,0,1
50,2,50,2,50,1,0.01,0.006,3.6,3.04E-39,1.13E-13
50,2,50,2,50,1,0.01,0.006,3.7,5.18E-41,6.09E-15
50,2,50,2,50,1,0.01,0.006,3.8,0,1
50,2,50,2,50,1,0.01,0.006,3.9,9.56E-42,-2.72E-16
50,2,50,2,50,1,0.01,0.006,4,0,1
50,2,50,2,50,1,0.01,0.006,4.1,3.83E-41,3.26E-15
50,2,50,2,50,1,0.01,0.006,4.2,0,1
50,2,50,2,50,1,0.01,0.006,4.3,4.76E-39,-9.64E-15
50,2,50,2,50,1,0.01,0.006,4.4,0,1
50,2,50,2,50,1,0.01,0.006,4.5,0.12358,0.39905
50,2,50,2,50,1,0.01,0.006,4.6,0.12661,0.59615
50,2,50,2,50,1,0.01,0.006,4.7,0.12861,0.40698
50,2,50,2,50,1,0.01,0.006,4.8,0.13013,0.40933
50,2,50,2,50,1,0.01,0.006,4.9,0.13134,0.4112
50,2,50,2,50,1,0.01,0.006,5,0.13236,0.58725
50,2,50,2,50,1,0.01,0.0065,1,1.30E-29,0.5
50,2,50,2,50,1,0.01,0.0065,1.1,5.79E-27,0.5
50,2,50,2,50,1,0.01,0.0065,1.2,6.56E-19,0.50006
50,2,50,2,50,1,0.01,0.0065,1.3,8.36E-14,0.7712
50,2,50,2,50,1,0.01,0.0065,1.4,3.51E-28,3.79E-08
50,2,50,2,50,1,0.01,0.0065,1.5,6.89E-28,6.07E-11
50,2,50,2,50,1,0.01,0.0065,1.6,1.11E-28,1
50,2,50,2,50,1,0.01,0.0065,1.7,9.73E-35,-1.84E-13
50,2,50,2,50,1,0.01,0.0065,1.8,0,1
50,2,50,2,50,1,0.01,0.0065,1.9,0,1
50,2,50,2,50,1,0.01,0.0065,2,1.22E-39,-2.46E-13
50,2,50,2,50,1,0.01,0.0065,2.1,7.36E-39,-3.86E-13
50,2,50,2,50,1,0.01,0.0065,2.2,0,1
50,2,50,2,50,1,0.01,0.0065,2.3,1.83E-36,-1.66E-13
50,2,50,2,50,1,0.01,0.0065,2.4,1.13E-34,-8.21E-14
50,2,50,2,50,1,0.01,0.0065,2.5,7.10E-37,-6.37E-14
50,2,50,2,50,1,0.01,0.0065,2.6,1.20E-38,-8.04E-14
50,2,50,2,50,1,0.01,0.0065,2.7,0,1
50,2,50,2,50,1,0.01,0.0065,2.8,0,1
50,2,50,2,50,1,0.01,0.0065,2.9,4.39E-39,1.17E-13
50,2,50,2,50,1,0.01,0.0065,3,7.33E-39,9.58E-14
50,2,50,2,50,1,0.01,0.0065,3.1,3.52E-41,1.10E-14
50,2,50,2,50,1,0.01,0.0065,3.2,0,1
50,2,50,2,50,1,0.01,0.0065,3.3,1.04E-40,1.08E-13
50,2,50,2,50,1,0.01,0.0065,3.4,0,1
50,2,50,2,50,1,0.01,0.0065,3.5,0,1
50,2,50,2,50,1,0.01,0.0065,3.6,0,1
50,2,50,2,50,1,0.01,0.0065,3.7,0,1
50,2,50,2,50,1,0.01,0.0065,3.8,0,1
50,2,50,2,50,1,0.01,0.0065,3.9,0,1
50,2,50,2,50,1,0.01,0.0065,4,5.75E-42,-8.78E-15
50,2,50,2,50,1,0.01,0.0065,4.1,0,1
50,2,50,2,50,1,0.01,0.0065,4.2,2.45E-42,4.19E-14
50,2,50,2,50,1,0.01,0.0065,4.3,0,1
50,2,50,2,50,1,0.01,0.0065,4.4,0,1
50,2,50,2,50,1,0.01,0.0065,4.5,5.40E-45,1.32E-14
50,2,50,2,50,1,0.01,0.0065,4.6,2.35E-43,-8.51E-15
50,2,50,2,50,1,0.01,0.0065,4.7,0,1
50,2,50,2,50,1,0.01,0.0065,4.8,1.59E-40,-1.03E-13
50,2,50,2,50,1,0.01,0.0065,4.9,0.11204,0.39175
50,2,50,2,50,1,0.01,0.0065,5,0.11653,0.6005
50,2,50,2,50,1,0.01,0.007,1,2.00E-30,0.5
50,2,50,2,50,1,0.01,0.007,1.1,5.49E-25,0.5
50,2,50,2,50,1,0.01,0.007,1.2,7.00E-18,0.50021
50,2,50,2,50,1,0.01,0.007,1.3,9.61E-13,0.43555
50,2,50,2,50,1,0.01,0.007,1.4,6.81E-25,1.84E-07
50,2,50,2,50,1,0.01,0.007,1.5,1.23E-30,1
50,2,50,2,50,1,0.01,0.007,1.6,9.86E-32,1
50,2,50,2,50,1,0.01,0.007,1.7,0,1
50,2,50,2,50,1,0.01,0.007,1.8,0,1
50,2,50,2,50,1,0.01,0.007,1.9,5.17E-38,-6.03E-14
50,2,50,2,50,1,0.01,0.007,2,1.10E-37,-6.12E-13
50,2,50,2,50,1,0.01,0.007,2.1,0,1
50,2,50,2,50,1,0.01,0.007,2.2,4.91E-39,-2.52E-13
50,2,50,2,50,1,0.01,0.007,2.3,1.99E-38,-1.86E-13
50,2,50,2,50,1,0.01,0.007,2.4,0,1
50,2,50,2,50,1,0.01,0.007,2.5,0,1
50,2,50,2,50,1,0.01,0.007,2.6,0,1
50,2,50,2,50,1,0.01,0.007,2.7,4.18E-38,-1.57E-13
50,2,50,2,50,1,0.01,0.007,2.8,0,1
50,2,50,2,50,1,0.01,0.007,2.9,6.74E-39,-2.85E-14
50,2,50,2,50,1,0.01,0.007,3,0,1
50,2,50,2,50,1,0.01,0.007,3.1,0,1
50,2,50,2,50,1,0.01,0.007,3.2,2.12E-40,-3.11E-15
50,2,50,2,50,1,0.01,0.007,3.3,0,1
50,2,50,2,50,1,0.01,0.007,3.4,2.31E-40,7.79E-14
50,2,50,2,50,1,0.01,0.007,3.5,0,1
50,2,50,2,50,1,0.01,0.007,3.6,0,1
50,2,50,2,50,1,0.01,0.007,3.7,0,1
50,2,50,2,50,1,0.01,0.007,3.8,2.42E-43,1.56E-14
50,2,50,2,50,1,0.01,0.007,3.9,0,1
50,2,50,2,50,1,0.01,0.007,4,0,1
50,2,50,2,50,1,0.01,0.007,4.1,0,1
50,2,50,2,50,1,0.01,0.007,4.2,3.66E-43,5.20E-15
50,2,50,2,50,1,0.01,0.007,4.3,3.53E-44,1.75E-14
50,2,50,2,50,1,0.01,0.007,4.4,0,1
50,2,50,2,50,1,0.01,0.007,4.5,0,1
50,2,50,2,50,1,0.01,0.007,4.6,7.66E-43,-9.55E-16
50,2,50,2,50,1,0.01,0.007,4.7,0,1
50,2,50,2,50,1,0.01,0.007,4.8,5.56E-43,-2.23E-14
50,2,50,2,50,1,0.01,0.007,4.9,1.06E-42,-1.89E-14
50,2,50,2,50,1,0.01,0.007,5,1.63E-45,3.22E-15
50,2,50,2,50,1,0.01,0.0075,1,1.54E-29,0.5
50,2,50,2,50,1,0.01,0.0075,1.1,2.79E-26,0.5
50,2,50,2,50,1,0.01,0.0075,1.2,6.14E-20,0.49992
50,2,50,2,50,1,0.01,0.0075,1.3,2.56E-13,0.89753
50,2,50,2,50,1,0.01,0.0075,1.4,3.06E-24,1
50,2,50,2,50,1,0.01,0.0075,1.5,1.06E-27,1
50,2,50,2,50,1,0.01,0.0075,1.6,4.19E-30,1
50,2,50,2,50,1,0.01,0.0075,1.7,9.86E-32,1
50,2,50,2,50,1,0.01,0.0075,1.8,5.57E-36,2.08E-12
50,2,50,2,50,1,0.01,0.0075,1.9,3.09E-38,-6.02E-13
50,2,50,2,50,1,0.01,0.0075,2,0,1
50,2,50,2,50,1,0.01,0.0075,2.1,9.53E-43,-9.65E-14
50,2,50,2,50,1,0.01,0.0075,2.2,0,1
50,2,50,2,50,1,0.01,0.0075,2.3,0,1
50,2,50,2,50,1,0.01,0.0075,2.4,3.13E-38,3.04E-15
50,2,50,2,50,1,0.01,0.0075,2.5,1.09E-36,-3.18E-13
50,2,50,2,50,1,0.01,0.0075,2.6,0,1
50,2,50,2,50,1,0.01,0.0075,2.7,1.30E-38,-1.50E-13
50,2,50,2,50,1,0.01,0.0075,2.8,5.73E-38,8.03E-14
50,2,50,2,50,1,0.01,0.0075,2.9,0,1
50,2,50,2,50,1,0.01,0.0075,3,0,1
50,2,50,2,50,1,0.01,0.0075,3.1,0,1
50,2,50,2,50,1,0.01,0.0075,3.2,0,1
50,2,50,2,50,1,0.01,0.0075,3.3,3.50E-45,1.29E-13
50,2,50,2,50,1,0.01,0.0075,3.4,7.35E-44,4.32E-14
50,2,50,2,50,1,0.01,0.0075,3.5,3.10E-40,7.08E-14
50,2,50,2,50,1,0.01,0.0075,3.6,4.12E-41,1.96E-14
50,2,50,2,50,1,0.01,0.0075,3.7,3.87E-45,-9.56E-15
50,2,50,2,50,1,0.01,0.0075,3.8,0,1
50,2,50,2,50,1,0.01,0.0075,3.9,2.72E-42,-1.70E-14
50,2,50,2,50,1,0.01,0.0075,4,2.08E-43,-7.53E-15
50,2,50,2,50,1,0.01,0.0075,4.1,0,1
50,2,50,2,50,1,0.01,0.0075,4.2,0,1
50,2,50,2,50,1,0.01,0.0075,4.3,6.69E-43,-1.83E-14
50,2,50,2,50,1,0.01,0.0075,4.4,1.65E-43,-2.10E-14
50,2,50,2,50,1,0.01,0.0075,4.5,0,1
50,2,50,2,50,1,0.01,0.0075,4.6,0,1
50,2,50,2,50,1,0.01,0.0075,4.7,9.02E-44,-2.75E-14
50,2,50,2,50,1,0.01,0.0075,4.8,6.95E-43,-2.58E-14
50,2,50,2,50,1,0.01,0.0075,4.9,2.07E-44,-1.73E-15
50,2,50,2,50,1,0.01,0.0075,5,2.03E-45,-1.95E-14
50,2,50,2,50,1,0.01,0.008,1,2.07E-29,0.5
50,2,50,2,50,1,0.01,0.008,1.1,9.28E-27,0.5
50,2,50,2,50,1,0.01,0.008,1.2,2.04E-22,0.50003
50,2,50,2,50,1,0.01,0.008,1.3,1.28E-13,0.10485
50,2,50,2,50,1,0.01,0.008,1.4,1.83E-26,1.71E-10
50,2,50,2,50,1,0.01,0.008,1.5,2.47E-30,1
50,2,50,2,50,1,0.01,0.008,1.6,4.93E-32,1
50,2,50,2,50,1,0.01,0.008,1.7,1.91E-34,9.70E-13
50,2,50,2,50,1,0.01,0.008,1.8,0,1
50,2,50,2,50,1,0.01,0.008,1.9,8.26E-43,-7.41E-14
50,2,50,2,50,1,0.01,0.008,2,0,1
50,2,50,2,50,1,0.01,0.008,2.1,0,1
50,2,50,2,50,1,0.01,0.008,2.2,5.76E-40,-4.59E-13
50,2,50,2,50,1,0.01,0.008,2.3,0,1
50,2,50,2,50,1,0.01,0.008,2.4,0,1
50,2,50,2,50,1,0.01,0.008,2.5,1.71E-39,-1.81E-13
50,2,50,2,50,1,0.01,0.008,2.6,1.04E-37,8.40E-14
50,2,50,2,50,1,0.01,0.008,2.7,3.05E-39,5.59E-14
50,2,50,2,50,1,0.01,0.008,2.8,7.86E-43,-2.03E-14
50,2,50,2,50,1,0.01,0.008,2.9,2.75E-41,1.03E-13
50,2,50,2,50,1,0.01,0.008,3,0,1
50,2,50,2,50,1,0.01,0.008,3.1,0,1
50,2,50,2,50,1,0.01,0.008,3.2,0,1
50,2,50,2,50,1,0.01,0.008,3.3,0,1
50,2,50,2,50,1,0.01,0.008,3.4,0,1
50,2,50,2,50,1,0.01,0.008,3.5,8.36E-41,3.94E-14
50,2,50,2,50,1,0.01,0.008,3.6,1.57E-39,3.89E-14
50,2,50,2,50,1,0.01,0.008,3.7,3.25E-42,-1.02E-14
50,2,50,2,50,1,0.01,0.008,3.8,0,1
50,2,50,2,50,1,0.01,0.008,3.9,2.90E-44,2.20E-15
50,2,50,2,50,1,0.01,0.008,4,0,1
50,2,50,2,50,1,0.01,0.008,4.1,1.88E-44,9.66E-16
50,2,50,2,50,1,0.01,0.008,4.2,0,1
50,2,50,2,50,1,0.01,0.008,4.3,0,1
50,2,50,2,50,1,0.01,0.008,4.4,0,1
50,2,50,2,50,1,0.01,0.008,4.5,0,1
50,2,50,2,50,1,0.01,0.008,4.6,0,1
50,2,50,2,50,1,0.01,0.008,4.7,0,1
50,2,50,2,50,1,0.01,0.008,4.8,1.69E-43,-2.80E-14
50,2,50,2,50,1,0.01,0.008,4.9,0,1
50,2,50,2,50,1,0.01,0.008,5,0,1
50,2,50,2,50,1,0.01,0.0085,1,1.67E-29,0.5
50,2,50,2,50,1,0.01,0.0085,1.1,2.57E-25,0.5
50,2,50,2,50,1,0.01,0.0085,1.2,8.08E-23,0.49994
50,2,50,2,50,1,0.01,0.0085,1.3,5.78E-14,0.063864
50,2,50,2,50,1,0.01,0.0085,1.4,1.97E-25,1
50,2,50,2,50,1,0.01,0.0085,1.5,3.24E-27,6.07E-11
50,2,50,2,50,1,0.01,0.0085,1.6,2.58E-32,-5.94E-12
50,2,50,2,50,1,0.01,0.0085,1.7,0,1
50,2,50,2,50,1,0.01,0.0085,1.8,0,1
50,2,50,2,50,1,0.01,0.0085,1.9,8.68E-39,-2.36E-13
50,2,50,2,50,1,0.01,0.0085,2,5.31E-45,-1.82E-13
50,2,50,2,50,1,0.01,0.0085,2.1,2.27E-43,4.44E-14
50,2,50,2,50,1,0.01,0.0085,2.2,2.17E-40,3.31E-14
50,2,50,2,50,1,0.01,0.0085,2.3,3.28E-40,6.13E-14
50,2,50,2,50,1,0.01,0.0085,2.4,1.67E-41,-5.98E-14
50,2,50,2,50,1,0.01,0.0085,2.5,3.82E-39,4.46E-14
50,2,50,2,50,1,0.01,0.0085,2.6,0,1
50,2,50,2,50,1,0.01,0.0085,2.7,2.28E-38,9.71E-14
50,2,50,2,50,1,0.01,0.0085,2.8,0,1
50,2,50,2,50,1,0.01,0.0085,2.9,0,1
50,2,50,2,50,1,0.01,0.0085,3,0,1
50,2,50,2,50,1,0.01,0.0085,3.1,1.29E-40,-1.31E-15
50,2,50,2,50,1,0.01,0.0085,3.2,1.33E-40,1.32E-13
50,2,50,2,50,1,0.01,0.0085,3.3,2.38E-40,3.32E-14
50,2,50,2,50,1,0.01,0.0085,3.4,0,1
50,2,50,2,50,1,0.01,0.0085,3.5,0,1
50,2,50,2,50,1,0.01,0.0085,3.6,0,1
50,2,50,2,50,1,0.01,0.0085,3.7,5.88E-46,-2.43E-14
50,2,50,2,50,1,0.01,0.0085,3.8,1.10E-43,-2.52E-14
50,2,50,2,50,1,0.01,0.0085,3.9,0,1
50,2,50,2,50,1,0.01,0.0085,4,0,1
50,2,50,2,50,1,0.01,0.0085,4.1,6.72E-42,-1.45E-14
50,2,50,2,50,1,0.01,0.0085,4.2,2.72E-45,-5.01E-16
50,2,50,2,50,1,0.01,0.0085,4.3,0,1
50,2,50,2,50,1,0.01,0.0085,4.4,0,1
50,2,50,2,50,1,0.01,0.0085,4.5,0,1
50,2,50,2,50,1,0.01,0.0085,4.6,4.59E-45,-2.17E-14
50,2,50,2,50,1,0.01,0.0085,4.7,5.54E-43,-2.74E-14
50,2,50,2,50,1,0.01,0.0085,4.8,0,1
50,2,50,2,50,1,0.01,0.0085,4.9,1.04E-44,-2.36E-14
50,2,50,2,50,1,0.01,0.0085,5,0,1
50,2,50,2,50,1,0.01,0.009,1,5.65E-27,0.5
50,2,50,2,50,1,0.01,0.009,1.1,3.65E-29,0.5
50,2,50,2,50,1,0.01,0.009,1.2,1.95E-18,0.49982
50,2,50,2,50,1,0.01,0.009,1.3,1.19E-13,0.79113
50,2,50,2,50,1,0.01,0.009,1.4,1.98E-26,1
50,2,50,2,50,1,0.01,0.009,1.5,1.56E-29,-5.78E-12
50,2,50,2,50,1,0.01,0.009,1.6,5.57E-30,1
50,2,50,2,50,1,0.01,0.009,1.7,2.47E-32,1
50,2,50,2,50,1,0.01,0.009,1.8,1.00E-33,2.24E-12
50,2,50,2,50,1,0.01,0.009,1.9,0,1
50,2,50,2,50,1,0.01,0.009,2,0,1
50,2,50,2,50,1,0.01,0.009,2.1,0,1
50,2,50,2,50,1,0.01,0.009,2.2,0,1
50,2,50,2,50,1,0.01,0.009,2.3,0,1
50,2,50,2,50,1,0.01,0.009,2.4,1.35E-41,1.27E-13
50,2,50,2,50,1,0.01,0.009,2.5,0,1
50,2,50,2,50,1,0.01,0.009,2.6,0,1
50,2,50,2,50,1,0.01,0.009,2.7,0,1
50,2,50,2,50,1,0.01,0.009,2.8,0,1
50,2,50,2,50,1,0.01,0.009,2.9,3.74E-41,4.32E-15
50,2,50,2,50,1,0.01,0.009,3,0,1
50,2,50,2,50,1,0.01,0.009,3.1,0,1
50,2,50,2,50,1,0.01,0.009,3.2,0,1
50,2,50,2,50,1,0.01,0.009,3.3,1.20E-41,8.14E-15
50,2,50,2,50,1,0.01,0.009,3.4,0,1
50,2,50,2,50,1,0.01,0.009,3.5,3.67E-40,1.18E-13
50,2,50,2,50,1,0.01,0.009,3.6,9.62E-44,4.20E-15
50,2,50,2,50,1,0.01,0.009,3.7,0,1
50,2,50,2,50,1,0.01,0.009,3.8,0,1
50,2,50,2,50,1,0.01,0.009,3.9,0,1
50,2,50,2,50,1,0.01,0.009,4,1.44E-45,3.60E-15
50,2,50,2,50,1,0.01,0.009,4.1,6.89E-42,5.95E-16
50,2,50,2,50,1,0.01,0.009,4.2,0,1
50,2,50,2,50,1,0.01,0.009,4.3,3.02E-43,-1.17E-14
50,2,50,2,50,1,0.01,0.009,4.4,0,1
50,2,50,2,50,1,0.01,0.009,4.5,0,1
50,2,50,2,50,1,0.01,0.009,4.6,7.96E-44,-2.72E-14
50,2,50,2,50,1,0.01,0.009,4.7,0,1
50,2,50,2,50,1,0.01,0.009,4.8,0,1
50,2,50,2,50,1,0.01,0.009,4.9,6.01E-48,-1.11E-14
50,2,50,2,50,1,0.01,0.009,5,4.78E-44,-6.90E-15
50,2,50,2,50,1,0.01,0.0095,1,2.07E-29,0.5
50,2,50,2,50,1,0.01,0.0095,1.1,4.50E-26,0.5
50,2,50,2,50,1,0.01,0.0095,1.2,5.97E-18,0.49984
50,2,50,2,50,1,0.01,0.0095,1.3,3.14E-12,0.1486
50,2,50,2,50,1,0.01,0.0095,1.4,2.73E-26,1
50,2,50,2,50,1,0.01,0.0095,1.5,4.10E-28,1
50,2,50,2,50,1,0.01,0.0095,1.6,5.02E-28,-1.52E-11
50,2,50,2,50,1,0.01,0.0095,1.7,1.23E-32,1
50,2,50,2,50,1,0.01,0.0095,1.8,8.67E-36,8.45E-13
50,2,50,2,50,1,0.01,0.0095,1.9,8.62E-37,2.37E-14
50,2,50,2,50,1,0.01,0.0095,2,0,1
50,2,50,2,50,1,0.01,0.0095,2.1,2.32E-40,-7.29E-15
50,2,50,2,50,1,0.01,0.0095,2.2,0,1
50,2,50,2,50,1,0.01,0.0095,2.3,1.64E-40,1.23E-13
50,2,50,2,50,1,0.01,0.0095,2.4,6.03E-42,3.16E-14
50,2,50,2,50,1,0.01,0.0095,2.5,0,1
50,2,50,2,50,1,0.01,0.0095,2.6,2.17E-40,9.38E-15
50,2,50,2,50,1,0.01,0.0095,2.7,0,1
50,2,50,2,50,1,0.01,0.0095,2.8,0,1
50,2,50,2,50,1,0.01,0.0095,2.9,0,1
50,2,50,2,50,1,0.01,0.0095,3,0,1
50,2,50,2,50,1,0.01,0.0095,3.1,0,1
50,2,50,2,50,1,0.01,0.0095,3.2,0,1
50,2,50,2,50,1,0.01,0.0095,3.3,0,1
50,2,50,2,50,1,0.01,0.0095,3.4,0,1
50,2,50,2,50,1,0.01,0.0095,3.5,4.77E-41,6.42E-15
50,2,50,2,50,1,0.01,0.0095,3.6,0,1
50,2,50,2,50,1,0.01,0.0095,3.7,0,1
50,2,50,2,50,1,0.01,0.0095,3.8,0,1
50,2,50,2,50,1,0.01,0.0095,3.9,4.74E-45,-2.04E-14
50,2,50,2,50,1,0.01,0.0095,4,1.36E-46,9.19E-16
50,2,50,2,50,1,0.01,0.0095,4.1,2.34E-45,-2.15E-15
50,2,50,2,50,1,0.01,0.0095,4.2,1.26E-44,-5.78E-15
50,2,50,2,50,1,0.01,0.0095,4.3,3.47E-43,-1.44E-14
50,2,50,2,50,1,0.01,0.0095,4.4,0,1
50,2,50,2,50,1,0.01,0.0095,4.5,5.68E-44,1.74E-15
50,2,50,2,50,1,0.01,0.0095,4.6,8.33E-45,-2.83E-14
50,2,50,2,50,1,0.01,0.0095,4.7,0,1
50,2,50,2,50,1,0.01,0.0095,4.8,4.98E-43,-1.38E-14
50,2,50,2,50,1,0.01,0.0095,4.9,1.00E-43,-6.88E-16
50,2,50,2,50,1,0.01,0.0095,5,0,1
50,2,50,2,50,1,0.01,0.01,1,4.33E-30,0.5
50,2,50,2,50,1,0.01,0.01,1.1,2.04E-26,0.5
50,2,50,2,50,1,0.01,0.01,1.2,5.72E-19,0.49992
50,2,50,2,50,1,0.01,0.01,1.3,8.28E-19,0.039834
50,2,50,2,50,1,0.01,0.01,1.4,1.49E-26,2.60E-09
50,2,50,2,50,1,0.01,0.01,1.5,5.08E-28,1
50,2,50,2,50,1,0.01,0.01,1.6,4.15E-29,1
50,2,50,2,50,1,0.01,0.01,1.7,1.23E-32,1
50,2,50,2,50,1,0.01,0.01,1.8,0,1
50,2,50,2,50,1,0.01,0.01,1.9,0,1
50,2,50,2,50,1,0.01,0.01,2,1.22E-37,-5.98E-13
50,2,50,2,50,1,0.01,0.01,2.1,1.25E-39,8.63E-14
50,2,50,2,50,1,0.01,0.01,2.2,3.67E-47,-5.15E-14
50,2,50,2,50,1,0.01,0.01,2.3,2.42E-43,1.49E-14
50,2,50,2,50,1,0.01,0.01,2.4,6.78E-41,7.48E-14
50,2,50,2,50,1,0.01,0.01,2.5,4.31E-42,3.83E-14
50,2,50,2,50,1,0.01,0.01,2.6,1.84E-42,4.23E-14
50,2,50,2,50,1,0.01,0.01,2.7,4.39E-43,3.01E-15
50,2,50,2,50,1,0.01,0.01,2.8,2.25E-39,9.06E-14
50,2,50,2,50,1,0.01,0.01,2.9,0,1
50,2,50,2,50,1,0.01,0.01,3,5.91E-40,9.30E-15
